"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: impl","Param: itemCount"
"org.example.performance.HashMapBenchmark.mergeAvg","avgt",4,15,"358,395098","15,278310","ns/op",CONCURRENT,10000
"org.example.performance.HashMapBenchmark.mergeAvg","avgt",4,15,"351,554184","15,040998","ns/op",CONCURRENT,100000
"org.example.performance.HashMapBenchmark.mergeAvg","avgt",4,15,"330,963605","3,257013","ns/op",CONCURRENT,1000000
"org.example.performance.HashMapBenchmark.mergeAvg","avgt",4,15,"22,351141","1,099625","ns/op",JDK,10000
"org.example.performance.HashMapBenchmark.mergeAvg","avgt",4,15,"21,176157","0,683523","ns/op",JDK,100000
"org.example.performance.HashMapBenchmark.mergeAvg","avgt",4,15,"21,216603","0,246503","ns/op",JDK,1000000
"org.example.performance.HashMapBenchmark.mixedAvg","avgt",4,15,"90,162724","2,400886","ns/op",CONCURRENT,10000
"org.example.performance.HashMapBenchmark.mixedAvg","avgt",4,15,"95,910194","4,233383","ns/op",CONCURRENT,100000
"org.example.performance.HashMapBenchmark.mixedAvg","avgt",4,15,"92,092696","1,018608","ns/op",CONCURRENT,1000000
"org.example.performance.HashMapBenchmark.mixedAvg","avgt",4,15,"9,378067","0,428529","ns/op",JDK,10000
"org.example.performance.HashMapBenchmark.mixedAvg","avgt",4,15,"9,143884","0,376971","ns/op",JDK,100000
"org.example.performance.HashMapBenchmark.mixedAvg","avgt",4,15,"9,446462","0,182060","ns/op",JDK,1000000
"org.example.performance.HashMapBenchmark.putAvg","avgt",4,15,"379,125345","6,785717","ns/op",CONCURRENT,10000
"org.example.performance.HashMapBenchmark.putAvg","avgt",4,15,"319,207102","35,328263","ns/op",CONCURRENT,100000
"org.example.performance.HashMapBenchmark.putAvg","avgt",4,15,"329,432548","20,993019","ns/op",CONCURRENT,1000000
"org.example.performance.HashMapBenchmark.putAvg","avgt",4,15,"21,556654","1,851132","ns/op",JDK,10000
"org.example.performance.HashMapBenchmark.putAvg","avgt",4,15,"21,338531","1,100376","ns/op",JDK,100000
"org.example.performance.HashMapBenchmark.putAvg","avgt",4,15,"22,256461","0,527036","ns/op",JDK,1000000
