"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: impl","Param: itemCount"
"org.example.performance.HashMapBenchmark.getAvg","avgt",8,15,"8,969826","0,123014","ns/op",CONCURRENT,1000000
"org.example.performance.HashMapBenchmark.getAvg","avgt",8,15,"6,289728","0,032349","ns/op",JDK,10000
"org.example.performance.HashMapBenchmark.getAvg","avgt",8,15,"7,356476","0,126854","ns/op",JDK,100000
"org.example.performance.HashMapBenchmark.getAvg","avgt",8,15,"7,937154","0,037920","ns/op",JDK,1000000
"org.example.performance.HashMapBenchmark.iteratorAvg","avgt",8,15,"0,081458","0,000304","ms/op",CONCURRENT,10000
"org.example.performance.HashMapBenchmark.iteratorAvg","avgt",8,15,"1,009534","0,012682","ms/op",CONCURRENT,100000
"org.example.performance.HashMapBenchmark.iteratorAvg","avgt",8,15,"10,396633","0,119512","ms/op",CONCURRENT,1000000
"org.example.performance.HashMapBenchmark.iteratorAvg","avgt",8,15,"0,103948","0,000302","ms/op",JDK,10000
"org.example.performance.HashMapBenchmark.iteratorAvg","avgt",8,15,"1,453333","0,009020","ms/op",JDK,100000
"org.example.performance.HashMapBenchmark.iteratorAvg","avgt",8,15,"15,100696","0,086335","ms/op",JDK,1000000
"org.example.performance.HashMapBenchmark.mergeAvg","avgt",8,15,"179,426734","17,331688","ns/op",CONCURRENT,10000
"org.example.performance.HashMapBenchmark.mergeAvg","avgt",8,15,"177,314970","12,503903","ns/op",CONCURRENT,100000
"org.example.performance.HashMapBenchmark.mergeAvg","avgt",8,15,"192,371692","16,001187","ns/op",CONCURRENT,1000000
"org.example.performance.HashMapBenchmark.mergeAvg","avgt",8,15,"143,251687","1,456190","ns/op",JDK,10000
"org.example.performance.HashMapBenchmark.mergeAvg","avgt",8,15,"144,999118","1,050325","ns/op",JDK,100000
"org.example.performance.HashMapBenchmark.mergeAvg","avgt",8,15,"144,100860","0,955252","ns/op",JDK,1000000
"org.example.performance.HashMapBenchmark.mixedAvg","avgt",8,15,"43,661893","1,164157","ns/op",CONCURRENT,10000
"org.example.performance.HashMapBenchmark.mixedAvg","avgt",8,15,"50,981252","2,308652","ns/op",CONCURRENT,100000
"org.example.performance.HashMapBenchmark.mixedAvg","avgt",8,15,"52,123128","3,776505","ns/op",CONCURRENT,1000000
"org.example.performance.HashMapBenchmark.mixedAvg","avgt",8,15,"43,860508","0,470697","ns/op",JDK,10000
"org.example.performance.HashMapBenchmark.mixedAvg","avgt",8,15,"45,249057","1,356589","ns/op",JDK,100000
"org.example.performance.HashMapBenchmark.mixedAvg","avgt",8,15,"46,307985","0,285377","ns/op",JDK,1000000
"org.example.performance.HashMapBenchmark.putAvg","avgt",8,15,"194,940833","23,695574","ns/op",CONCURRENT,10000
"org.example.performance.HashMapBenchmark.putAvg","avgt",8,15,"197,556316","9,533496","ns/op",CONCURRENT,100000
"org.example.performance.HashMapBenchmark.putAvg","avgt",8,15,"188,228055","13,315900","ns/op",CONCURRENT,1000000
"org.example.performance.HashMapBenchmark.putAvg","avgt",8,15,"128,746932","0,820629","ns/op",JDK,10000
"org.example.performance.HashMapBenchmark.putAvg","avgt",8,15,"131,979858","1,024089","ns/op",JDK,100000
"org.example.performance.HashMapBenchmark.putAvg","avgt",8,15,"130,019444","0,671169","ns/op",JDK,1000000
