"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: impl","Param: itemCount"
"org.example.performance.HashMapBenchmark.iteratorThroughput","thrpt",1,15,"181,653734","2,499002","ops/s",JDK,1000000
"org.example.performance.HashMapBenchmark.mergeThroughput","thrpt",1,15,"157724360,460800","1040827,897421","ops/s",SIMPLE,10000
"org.example.performance.HashMapBenchmark.mergeThroughput","thrpt",1,15,"135684015,653516","2113692,207042","ops/s",SIMPLE,100000
"org.example.performance.HashMapBenchmark.mergeThroughput","thrpt",1,15,"121714501,384087","4774468,740744","ops/s",SIMPLE,1000000
"org.example.performance.HashMapBenchmark.mergeThroughput","thrpt",1,15,"144946555,473557","4631449,248663","ops/s",CONCURRENT,10000
"org.example.performance.HashMapBenchmark.mergeThroughput","thrpt",1,15,"110570702,894604","5170233,704762","ops/s",CONCURRENT,100000
"org.example.performance.HashMapBenchmark.mergeThroughput","thrpt",1,15,"91439907,342795","2953185,236088","ops/s",CONCURRENT,1000000
"org.example.performance.HashMapBenchmark.mergeThroughput","thrpt",1,15,"148639491,152820","2258571,627146","ops/s",JDK,10000
"org.example.performance.HashMapBenchmark.mergeThroughput","thrpt",1,15,"124648067,165474","1422185,893441","ops/s",JDK,100000
"org.example.performance.HashMapBenchmark.mergeThroughput","thrpt",1,15,"109948483,705240","4212888,796303","ops/s",JDK,1000000
"org.example.performance.HashMapBenchmark.mixedThroughput","thrpt",1,15,"368365744,634738","5625481,420843","ops/s",SIMPLE,10000
"org.example.performance.HashMapBenchmark.mixedThroughput","thrpt",1,15,"311529502,389355","1960935,292235","ops/s",SIMPLE,100000
"org.example.performance.HashMapBenchmark.mixedThroughput","thrpt",1,15,"281735702,097092","1938868,371519","ops/s",SIMPLE,1000000
"org.example.performance.HashMapBenchmark.mixedThroughput","thrpt",1,15,"299099708,695586","3049862,834866","ops/s",CONCURRENT,10000
"org.example.performance.HashMapBenchmark.mixedThroughput","thrpt",1,15,"223027163,750639","2803951,582089","ops/s",CONCURRENT,100000
"org.example.performance.HashMapBenchmark.mixedThroughput","thrpt",1,15,"194959383,699737","3724283,254990","ops/s",CONCURRENT,1000000
"org.example.performance.HashMapBenchmark.mixedThroughput","thrpt",1,15,"297952597,279791","5049077,334972","ops/s",JDK,10000
"org.example.performance.HashMapBenchmark.mixedThroughput","thrpt",1,15,"237965746,952008","2699990,170019","ops/s",JDK,100000
"org.example.performance.HashMapBenchmark.mixedThroughput","thrpt",1,15,"218179230,600228","2558787,817525","ops/s",JDK,1000000
"org.example.performance.HashMapBenchmark.putThroughput","thrpt",1,15,"331747025,566827","2650026,736897","ops/s",SIMPLE,10000
"org.example.performance.HashMapBenchmark.putThroughput","thrpt",1,15,"236862123,019394","15085810,771128","ops/s",SIMPLE,100000
"org.example.performance.HashMapBenchmark.putThroughput","thrpt",1,15,"209071988,823909","4315341,040688","ops/s",SIMPLE,1000000
"org.example.performance.HashMapBenchmark.putThroughput","thrpt",1,15,"203534177,733211","5082795,640667","ops/s",CONCURRENT,10000
"org.example.performance.HashMapBenchmark.putThroughput","thrpt",1,15,"132346237,342899","4567520,075356","ops/s",CONCURRENT,100000
"org.example.performance.HashMapBenchmark.putThroughput","thrpt",1,15,"100919019,012274","2636981,833553","ops/s",CONCURRENT,1000000
"org.example.performance.HashMapBenchmark.putThroughput","thrpt",1,15,"154275342,479324","1200711,766545","ops/s",JDK,10000
"org.example.performance.HashMapBenchmark.putThroughput","thrpt",1,15,"97059994,928530","529174,186951","ops/s",JDK,100000
"org.example.performance.HashMapBenchmark.putThroughput","thrpt",1,15,"71984827,220131","1676845,642026","ops/s",JDK,1000000
"org.example.performance.HashMapBenchmark.getAvg","avgt",1,15,"1,947061","0,114887","ns/op",SIMPLE,10000
"org.example.performance.HashMapBenchmark.getAvg","avgt",1,15,"2,281455","0,012623","ns/op",SIMPLE,100000
"org.example.performance.HashMapBenchmark.getAvg","avgt",1,15,"2,530554","0,014187","ns/op",SIMPLE,1000000
"org.example.performance.HashMapBenchmark.getAvg","avgt",1,15,"2,771299","0,033500","ns/op",CONCURRENT,10000
"org.example.performance.HashMapBenchmark.getAvg","avgt",1,15,"3,537498","0,042422","ns/op",CONCURRENT,100000
"org.example.performance.HashMapBenchmark.getAvg","avgt",1,15,"3,859463","0,056884","ns/op",CONCURRENT,1000000
"org.example.performance.HashMapBenchmark.getAvg","avgt",1,15,"2,565993","0,021899","ns/op",JDK,10000
"org.example.performance.HashMapBenchmark.getAvg","avgt",1,15,"3,074500","0,119611","ns/op",JDK,100000
"org.example.performance.HashMapBenchmark.getAvg","avgt",1,15,"3,448116","0,127651","ns/op",JDK,1000000
"org.example.performance.HashMapBenchmark.iteratorAvg","avgt",1,15,"0,026478","0,000013","ms/op",SIMPLE,10000
"org.example.performance.HashMapBenchmark.iteratorAvg","avgt",1,15,"0,332204","0,004310","ms/op",SIMPLE,100000
"org.example.performance.HashMapBenchmark.iteratorAvg","avgt",1,15,"3,196416","0,010163","ms/op",SIMPLE,1000000
"org.example.performance.HashMapBenchmark.iteratorAvg","avgt",1,15,"0,031580","0,004616","ms/op",CONCURRENT,10000
"org.example.performance.HashMapBenchmark.iteratorAvg","avgt",1,15,"0,361056","0,003615","ms/op",CONCURRENT,100000
"org.example.performance.HashMapBenchmark.iteratorAvg","avgt",1,15,"3,197719","0,041797","ms/op",CONCURRENT,1000000
"org.example.performance.HashMapBenchmark.iteratorAvg","avgt",1,15,"0,042443","0,000106","ms/op",JDK,10000
"org.example.performance.HashMapBenchmark.iteratorAvg","avgt",1,15,"0,630718","0,004064","ms/op",JDK,100000
"org.example.performance.HashMapBenchmark.iteratorAvg","avgt",1,15,"5,540129","0,065839","ms/op",JDK,1000000
"org.example.performance.HashMapBenchmark.mergeAvg","avgt",1,15,"6,366518","0,071457","ns/op",SIMPLE,10000
"org.example.performance.HashMapBenchmark.mergeAvg","avgt",1,15,"7,356088","0,089332","ns/op",SIMPLE,100000
"org.example.performance.HashMapBenchmark.mergeAvg","avgt",1,15,"8,310587","0,320769","ns/op",SIMPLE,1000000
"org.example.performance.HashMapBenchmark.mergeAvg","avgt",1,15,"6,980672","0,048607","ns/op",CONCURRENT,10000
"org.example.performance.HashMapBenchmark.mergeAvg","avgt",1,15,"9,479251","0,513912","ns/op",CONCURRENT,100000
"org.example.performance.HashMapBenchmark.mergeAvg","avgt",1,15,"10,585510","0,710436","ns/op",CONCURRENT,1000000
"org.example.performance.HashMapBenchmark.mergeAvg","avgt",1,15,"6,722187","0,046920","ns/op",JDK,10000
"org.example.performance.HashMapBenchmark.mergeAvg","avgt",1,15,"7,987142","0,098350","ns/op",JDK,100000
"org.example.performance.HashMapBenchmark.mergeAvg","avgt",1,15,"9,100041","0,346553","ns/op",JDK,1000000
"org.example.performance.HashMapBenchmark.mixedAvg","avgt",1,15,"2,707703","0,058085","ns/op",SIMPLE,10000
"org.example.performance.HashMapBenchmark.mixedAvg","avgt",1,15,"3,187585","0,027300","ns/op",SIMPLE,100000
"org.example.performance.HashMapBenchmark.mixedAvg","avgt",1,15,"3,552436","0,076234","ns/op",SIMPLE,1000000
"org.example.performance.HashMapBenchmark.mixedAvg","avgt",1,15,"3,476005","0,041126","ns/op",CONCURRENT,10000
"org.example.performance.HashMapBenchmark.mixedAvg","avgt",1,15,"4,543794","0,106767","ns/op",CONCURRENT,100000
"org.example.performance.HashMapBenchmark.mixedAvg","avgt",1,15,"5,184001","0,171450","ns/op",CONCURRENT,1000000
"org.example.performance.HashMapBenchmark.mixedAvg","avgt",1,15,"3,446889","0,077541","ns/op",JDK,10000
"org.example.performance.HashMapBenchmark.mixedAvg","avgt",1,15,"4,156485","0,129135","ns/op",JDK,100000
"org.example.performance.HashMapBenchmark.mixedAvg","avgt",1,15,"4,601335","0,054638","ns/op",JDK,1000000
"org.example.performance.HashMapBenchmark.putAvg","avgt",1,15,"2,942052","0,029392","ns/op",SIMPLE,10000
"org.example.performance.HashMapBenchmark.putAvg","avgt",1,15,"4,060612","0,041080","ns/op",SIMPLE,100000
"org.example.performance.HashMapBenchmark.putAvg","avgt",1,15,"4,694864","0,087717","ns/op",SIMPLE,1000000
"org.example.performance.HashMapBenchmark.putAvg","avgt",1,15,"4,783592","0,065430","ns/op",CONCURRENT,10000
"org.example.performance.HashMapBenchmark.putAvg","avgt",1,15,"7,733417","0,099928","ns/op",CONCURRENT,100000
"org.example.performance.HashMapBenchmark.putAvg","avgt",1,15,"10,401828","0,158630","ns/op",CONCURRENT,1000000
"org.example.performance.HashMapBenchmark.putAvg","avgt",1,15,"6,226701","0,027331","ns/op",JDK,10000
"org.example.performance.HashMapBenchmark.putAvg","avgt",1,15,"10,364839","0,079042","ns/op",JDK,100000
"org.example.performance.HashMapBenchmark.putAvg","avgt",1,15,"13,652556","0,186889","ns/op",JDK,1000000
